Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Toyota,Innova,2015,Saudi,Grey,Semi Full,2.7,Gas,Automatic,270000,Qassim,0,True
GMC,Yukon,2012,Saudi,Silver,Standard,5.3,Gas,Automatic,235000,Tabouk,67000,False
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,4.6,Gas,Automatic,250,Hail,0,True
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,76000,Hafar Al-Batin,37500,False
Toyota,Land Cruiser,2003,Saudi,White,Full,4.5,Gas,Automatic,294000,Tabouk,0,True
Nissan,Patrol,2015,Saudi,Grey,Semi Full,4.0,Gas,Automatic,175000,Dammam,0,True
Ford,Mustang,2004,Other,Silver,Full,4.6,Gas,Manual,172,Jeddah,35000,False
INFINITI,G,2007,Gulf Arabic,Red,Full,6.0,Gas,Automatic,210000,Jeddah,0,True
Honda,Accord,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,95000,Jeddah,78000,False
Toyota,Hilux,2012,Saudi,White,Full,2.7,Gas,Manual,219520,Wadi Dawasir,0,True
Chevrolet,Tahoe,2013,Saudi,Silver,Semi Full,5.7,Gas,Automatic,200000,Riyadh,57000,False
Nissan,Patrol,2007,Saudi,White,Standard,4.5,Gas,Manual,450,Riyadh,0,True
Toyota,Ciocca,2012,Saudi,Black,Semi Full,5.7,Gas,Automatic,250000,Besha,0,True
Toyota,Land Cruiser,2003,Saudi,Silver,Semi Full,4.5,Gas,Automatic,397000,Khobar,34000,False
Hyundai,Azera,2012,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,380000,Aseer,24000,False
Hyundai,Sonata,2012,Saudi,White,Full,2.5,Gas,Automatic,221000,Riyadh,30000,False
GMC,Yukon,2009,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,250,Aseer,0,True
Hyundai,Tucson,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,120000,Jeddah,65000,False
GMC,Terrain,2017,Other,Grey,Full,2.4,Gas,Automatic,78000,Taef,55000,False
Chevrolet,Caprice,2008,Saudi,White,Semi Full,3.5,Gas,Automatic,255000,Dammam,25000,False
Toyota,Corolla,2017,Other,Black,Semi Full,1.6,Gas,Automatic,75000,Jeddah,55000,False
MG,6,2014,Gulf Arabic,Grey,Full,1.8,Gas,Automatic,79000,Riyadh,23000,False
Toyota,Camry,2005,Saudi,Blue,Full,2.4,Gas,Manual,683,Aseer,0,True
Kia,Cerato,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,12100,Qassim,30000,False
Ford,Edge,2013,Saudi,White,Standard,3.5,Gas,Automatic,175,Riyadh,0,True
Mercedes,E,2017,Saudi,Navy,Full,2.0,Gas,Automatic,147,Riyadh,142000,False
Toyota,Camry,2019,Saudi,White,Standard,2.5,Hybrid,Automatic,62000,Jeddah,1595,False
Fiat,500,2017,Gulf Arabic,White,Full,1.4,Gas,Automatic,74000,Dammam,48000,False
Ford,Expedition,2015,Saudi,Another Color,Semi Full,5.4,Gas,Automatic,1330000,Riyadh,0,True
Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,17000,Riyadh,35000,False
Lexus,LX,2014,Other,White,Full,5.7,Gas,Automatic,305,Taef,0,True
GMC,Yukon,2005,Other,Another Color,Full,5.3,Gas,Automatic,30000,Taef,0,True
Land Rover,Range Rover,2018,Other,Grey,Full,3.8,Gas,Automatic,50000,Riyadh,290000,False
Mercedes,GLE,2020,Saudi,Navy,Full,3.0,Gas,Automatic,13000,Dammam,375000,False
MG,GS,2020,Saudi,White,Semi Full,2.0,Gas,Automatic,11000,Riyadh,51000,False
Land Rover,Range Rover,2011,Saudi,White,Full,5.0,Gas,Automatic,196000,Jeddah,55000,False
MG,RX8,2020,Saudi,Brown,Full,2.0,Gas,Automatic,23000,Al-Baha,98000,False
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,338,Riyadh,0,True
Toyota,Land Cruiser Pickup,2019,Saudi,Brown,Full,4.6,Diesel,Manual,70000,Riyadh,0,True
Genesis,Prestige,2009,Other,Red,Semi Full,3.8,Gas,Automatic,170,Jeddah,0,True
Hyundai,Sonata,2013,Saudi,White,Full,2.5,Gas,Automatic,286000,Dammam,0,True
Toyota,Land Cruiser 70,2019,Gulf Arabic,White,Semi Full,2.5,Gas,Manual,130000,Riyadh,0,True
Nissan,Patrol,2014,Saudi,Golden,Full,6.0,Gas,Automatic,208,Dammam,0,True
Hyundai,Sonata,2020,Saudi,White,Standard,2.0,Gas,Automatic,9000,Riyadh,73000,False
Honda,CRV,2013,Saudi,White,Full,2.4,Gas,Automatic,167000,Jeddah,45000,False
Toyota,Land Cruiser Pickup,2019,Saudi,Another Color,Full,4.0,Gas,Manual,36000,Najran,0,True
Daihatsu,Delta,2013,Saudi,White,Standard,3.7,Gas,Manual,157000,Jeddah,32000,False
Toyota,Land Cruiser 70,2015,Saudi,Another Color,Semi Full,4.0,Gas,Manual,360538,Riyadh,80000,False
Toyota,Prado,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,138000,Riyadh,132000,False
Ford,Expedition,2014,Gulf Arabic,Navy,Semi Full,5.4,Gas,Automatic,132000,Riyadh,45000,False
Kia,Optima,2016,Saudi,Another Color,Full,2.4,Gas,Automatic,161000,Dammam,68000,False
Toyota,Camry,2017,Saudi,White,Standard,2.4,Gas,Automatic,97000,Riyadh,68000,False
Toyota,Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,120000,Riyadh,62000,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,54000,Dammam,55000,False
Nissan,KICKS,2019,Saudi,Another Color,Full,2.4,Gas,Automatic,87000,Dammam,55000,False
GMC,Yukon,2011,Saudi,Black,Standard,5.3,Gas,Automatic,334000,Riyadh,51000,False
Honda,Accord,2017,Gulf Arabic,Golden,Semi Full,2.5,Gas,Automatic,62847,Qassim,82000,False
Toyota,Corolla,2019,Saudi,Red,Semi Full,1.6,Gas,Automatic,38000,Al-Medina,0,True
Toyota,Hilux,2015,Saudi,White,Full,2.4,Gas,Automatic,237,Al-Medina,0,True
Toyota,Camry,2017,Saudi,White,Full,2.4,Gas,Manual,87000,Al-Medina,0,True
Toyota,Furniture,2020,Saudi,Silver,Full,4.0,Gas,Automatic,20000,Riyadh,130000,False
Ford,Echo Sport,2020,Gulf Arabic,White,Standard,1.5,Gas,Automatic,4434,Dammam,59000,False
Nissan,Datsun,2013,Gulf Arabic,White,Standard,1.7,Gas,Manual,273778,Al-Ahsa,32000,False
Toyota,Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,560,Riyadh,190000,False
Genesis,Prestige,2015,Saudi,Black,Full,3.8,Gas,Automatic,180000,Makkah,47500,False
GMC,Suburban,1994,Other,Brown,Full,5.3,Gas,Automatic,245000,Jeddah,0,True
Toyota,Land Cruiser,2004,Saudi,White,Standard,4.6,Gas,Manual,425000,Jazan,35000,False
Kia,Rio,2016,Saudi,Navy,Standard,1.4,Gas,Automatic,112000,Riyadh,0,True
Isuzu,D-MAX,2008,Saudi,White,Standard,2.5,Diesel,Manual,570713,Riyadh,0,True
Land Rover,Defender,2021,Saudi,Black,Full,3.0,Gas,Automatic,100,Jeddah,450000,False
INFINITI,FX,2009,Saudi,White,Full,3.5,Gas,Automatic,250000,Jeddah,35000,False
Hyundai,Accent,2021,Saudi,White,Standard,1.4,Gas,Automatic,6000,Riyadh,0,True
Toyota,Land Cruiser,2014,Saudi,White,Full,4.6,Gas,Automatic,200,Tabouk,0,True
GMC,Yukon,2009,Saudi,Black,Full,6.2,Gas,Automatic,138000,Al-Baha,55000,False
Chevrolet,Tahoe,2012,Saudi,Silver,Full,5.3,Gas,Automatic,287928,Riyadh,58000,False
Kia,Cadenza,2016,Gulf Arabic,Black,Full,3.3,Diesel,Automatic,100,Tabouk,77000,False
Mitsubishi,Attrage,2018,Saudi,Silver,Standard,1.2,Gas,Automatic,80000,Jeddah,0,True
Mercedes,E,2014,Saudi,Grey,Standard,2.0,Gas,Automatic,145000,Riyadh,0,True
Nissan,Patrol,2016,Saudi,Brown,Full,4.0,Gas,Automatic,183000,Khobar,150000,False
Nissan,Patrol,2016,Saudi,White,Full,5.6,Gas,Automatic,139000,Riyadh,158000,False
Toyota,Camry,2008,Gulf Arabic,Grey,Semi Full,2.0,Gas,Automatic,4430000,Al-Ahsa,17500,False
GMC,Suburban,2005,Saudi,Silver,Semi Full,5.3,Gas,Automatic,400000,Riyadh,25000,False
Ford,Marquis,2009,Saudi,Golden,Semi Full,4.6,Gas,Automatic,300000,Riyadh,17000,False
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,White,Full,4.0,Gas,Manual,99000,Aseer,85000,False
Hyundai,Sonata,2007,Other,Silver,Full,3.3,Gas,Automatic,196000,Al-Ahsa,16000,False
Nissan,Land Cruiser Pickup,2016,Saudi,Brown,Full,4.8,Gas,Manual,50000,Riyadh,85000,False
Nissan,Altima,2015,Other,Black,Standard,2.5,Gas,Automatic,167000,Dammam,32000,False
Mercedes,POS24,1975,Saudi,White,Full,8.0,Diesel,Manual,22552,Al-Medina,0,True
Mercedes,POS24,1982,Other,Silver,Standard,2.4,Diesel,Manual,100000,Riyadh,0,True
Mercury,Grand Marquis,2008,Other,Grey,Full,8.0,Gas,Automatic,423000,Qassim,0,True
Lexus,LX,2012,Saudi,White,Full,5.7,Gas,Automatic,147000,Riyadh,170000,False
Kia,Cadenza,2018,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,81000,Dammam,70000,False
Maserati,Gamble,2015,Saudi,White,Full,3.0,Gas,Automatic,85000,Riyadh,0,True
Toyota,Land Cruiser Pickup,2013,Unknown,Another Color,Full,4.0,Gas,Manual,270000,Aseer,0,True
Nissan,Datsun,2003,Saudi,White,Standard,2.4,Gas,Manual,400000,Jeddah,0,True
Volkswagen,Passat,2012,Other,Silver,Semi Full,2.5,Gas,Automatic,300,Al-Medina,0,True
Lexus,ES,2015,Gulf Arabic,Black,Full,3.5,Gas,Automatic,158792,Taef,78000,False
Dodge,Durango,2012,Saudi,White,Full,5.7,Gas,Automatic,288000,Al-Medina,43000,False
Chevrolet,Silverado,2014,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,233,Dammam,75000,False
Ford,Expedition,2013,Saudi,Black,Semi Full,5.4,Gas,Automatic,316,Jeddah,0,True
Chevrolet,Tahoe,2007,Other,Golden,Semi Full,5.3,Gas,Automatic,460000,Aseer,0,True
Jeep,Commander,2007,Other,Black,Full,4.7,Gas,Automatic,350000,Al-Baha,0,True
Toyota,Land Cruiser,2017,Gulf Arabic,White,Full,5.7,Gas,Automatic,120000,Jeddah,225000,False
Ford,Expedition,2012,Saudi,White,Standard,5.4,Gas,Automatic,182000,Dammam,42500,False
Toyota,Prado,2010,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,330000,Qassim,0,True
Lexus,LX,2018,Saudi,Golden,Full,5.7,Gas,Automatic,80000,Taef,0,True
Toyota,Furniture,2013,Saudi,White,Standard,2.7,Gas,Automatic,180000,Riyadh,45000,False
Cadillac,Escalade,2015,Saudi,Black,Full,6.2,Gas,Automatic,88000,Jeddah,160000,False
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Manual,37000,Al-Ahsa,0,True
Toyota,Avalon,2008,Saudi,White,Standard,3.5,Gas,Automatic,320000,Riyadh,30000,False
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,225,Riyadh,0,True
Toyota,Camry,2017,Saudi,Silver,Semi Full,2.0,Gas,Automatic,135000,Qassim,47000,False
Ford,Explorer,2006,Saudi,Silver,Standard,3.5,Gas,Automatic,200000,Riyadh,0,True
Geely,EC7,2015,Other,Bronze,Standard,1.3,Gas,Manual,160000,Jeddah,14000,False
Chevrolet,Suburban,2005,Saudi,Silver,Semi Full,2.4,Gas,Automatic,350000,Qassim,0,True
Ford,Expedition,2014,Saudi,White,Semi Full,5.3,Gas,Automatic,210000,Riyadh,50000,False
Ford,Taurus,2016,Other,White,Semi Full,3.5,Gas,Automatic,125000,Yanbu,67000,False
Land Rover,Discovery,2016,Saudi,Bronze,Full,2.2,Gas,Automatic,133,Jeddah,0,True
Mercedes,C,2016,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,100500,Jeddah,120000,False
Nissan,Patrol,2004,Saudi,White,Standard,4.5,Gas,Manual,164000,Hail,0,True
Mazda,6,2017,Saudi,Silver,Standard,4.0,Gas,Automatic,243,Riyadh,0,True
Mercedes,GL,2012,Saudi,Black,Full,4.8,Gas,Automatic,106000,Riyadh,71000,False
Toyota,Innova,2018,Saudi,Grey,Full,2.7,Gas,Automatic,149000,Dammam,68000,False
Nissan,Sentra,2015,Gulf Arabic,Another Color,Standard,1.5,Gas,Automatic,17100,Jeddah,25000,False
Toyota,Ciocca,2016,Saudi,White,Full,5.7,Gas,Automatic,150000,Dammam,135000,False
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,160,Al-Medina,26500,False
Nissan,Datsun,2016,Saudi,White,Full,2.6,Gas,Manual,33387,Riyadh,0,True
GMC,Yukon,2010,Saudi,Black,Standard,5.3,Gas,Automatic,379538,Jeddah,65000,False
Honda,Odyssey,2015,Gulf Arabic,Silver,Semi Full,3.5,Gas,Automatic,100000,Dammam,57000,False
MG,360,2019,Saudi,Bronze,Full,1.2,Gas,Automatic,24000,Jeddah,36000,False
Ford,Flex,2014,Saudi,Silver,Standard,3.5,Gas,Automatic,201000,Dammam,57000,False
Toyota,Innova,2014,Saudi,White,Semi Full,2.7,Gas,Automatic,141000,Dammam,55000,False
Hyundai,Sonata,2019,Saudi,Another Color,Full,2.4,Gas,Automatic,33000,Dammam,85000,False
Ford,Taurus,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,177000,Dammam,70000,False
Ford,Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,69000,Dammam,82000,False
Kia,Optima,2018,Gulf Arabic,White,Full,2.4,Gas,Automatic,83000,Dammam,75000,False
Kia,Optima,2014,Saudi,White,Full,2.4,Gas,Automatic,113000,Dammam,51000,False
Nissan,VTC,2016,Saudi,Bronze,Standard,4.0,Gas,Automatic,112000,Dammam,106000,False
Toyota,Land Cruiser,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,212000,Dammam,145000,False
Toyota,Camry,2017,Saudi,Black,Standard,2.5,Gas,Automatic,135000,Dammam,60000,False
Toyota,Camry,2014,Gulf Arabic,White,Standard,2.5,Gas,Automatic,199200,Dammam,48000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,98000,Jeddah,35000,False
GMC,Yukon,2011,Saudi,Black,Standard,5.3,Gas,Automatic,156000,Dammam,47000,False
Toyota,Land Cruiser,2017,Saudi,White,Full,5.7,Diesel,Automatic,106,Arar,0,True
Nissan,Patrol,2017,Saudi,White,Full,6.0,Gas,Automatic,12000,Jeddah,128000,False
GMC,Suburban,1990,Saudi,Black,Semi Full,3.5,Gas,Automatic,140000,Aseer,5000,False
Ford,Expedition,2014,Saudi,White,Semi Full,5.4,Gas,Automatic,140000,Aseer,36000,False
GMC,Suburban,2004,Saudi,Silver,Semi Full,5.3,Gas,Automatic,135000,Aseer,18500,False
Chevrolet,Caprice,2002,Saudi,Silver,Full,5.7,Gas,Automatic,270000,Riyadh,0,True
Toyota,Corolla,2012,Other,Blue,Standard,1.3,Gas,Manual,150000,Taef,0,True
Dodge,Charger,2018,Saudi,Grey,Semi Full,5.7,Gas,Automatic,81000,Riyadh,125000,False
Land Rover,Range Rover,2008,Saudi,Black,Full,5.0,Gas,Automatic,300000,Dammam,27000,False
Volkswagen,Tiguan,2012,Other,White,Full,2.0,Gas,Automatic,240000,Jeddah,25000,False
Hyundai,Azera,2018,Saudi,White,Semi Full,3.5,Gas,Automatic,210,Riyadh,0,True
Chrysler,S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,106000,Jeddah,75000,False
Toyota,Hilux,2009,Saudi,White,Semi Full,2.7,Gas,Manual,426000,Aseer,32000,False
Other,Other,2020,Other,Black,Standard,1.1,Gas,Manual,2848,Al-Baha,2000,False
Nissan,Patrol,2014,Saudi,White,Semi Full,5.6,Gas,Automatic,242000,Riyadh,0,True
Kia,Carnival,2009,Other,White,Semi Full,3.8,Gas,Automatic,176000,Jeddah,15000,False
Nissan,Patrol,2013,Saudi,White,Semi Full,5.6,Gas,Automatic,560000,Qassim,0,True
Dodge,Charger,2014,Saudi,Red,Full,5.7,Gas,Automatic,178,Jeddah,50000,False
Hyundai,Azera,2018,Saudi,White,Semi Full,3.5,Gas,Automatic,1100000,Riyadh,80000,False
Toyota,FJ,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,140000,Hail,0,True
Toyota,Corolla,2016,Other,White,Standard,5.8,Gas,Automatic,114,Tabouk,35000,False
Ford,Explorer,2005,Saudi,Black,Standard,4.0,Gas,Automatic,300000,Khobar,7000,False
Mitsubishi,Pajero,2007,Saudi,White,Semi Full,3.8,Gas,Manual,300,Qassim,0,True
Honda,Accord,2010,Other,Oily,Full,2.4,Gas,Automatic,205,Jeddah,30000,False
Hyundai,Azera,2021,Saudi,Grey,Standard,3.5,Gas,Automatic,10000,Jeddah,1800,False
Chevrolet,Tahoe,2013,Saudi,Black,Semi Full,5.3,Gas,Automatic,372,Yanbu,0,True
Chevrolet,Cruze,2012,Other,White,Standard,1.8,Gas,Automatic,142000,Riyadh,0,True
Chevrolet,Tahoe,2019,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,32300,Aseer,168000,False
Toyota,Land Cruiser,2004,Saudi,White,Semi Full,4.6,Gas,Manual,540000,Hafar Al-Batin,0,True
Toyota,Land Cruiser,2009,Saudi,White,Standard,5.0,Gas,Automatic,319,Taef,75000,False
Toyota,Hilux,2020,Saudi,White,Full,4.0,Gas,Automatic,700,Riyadh,0,True
Toyota,Rush,2021,Saudi,White,Semi Full,1.5,Gas,Automatic,10000,Makkah,55000,False
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,317250,Jubail,0,True
Hyundai,Sonata,2020,Unknown,White,Semi Full,2.4,Gas,Automatic,2396,Al-Medina,0,True
Jeep,Cherokee,2015,Saudi,Grey,Full,3.2,Gas,Automatic,20000,Jeddah,0,True
Toyota,Ciocca,2014,Saudi,Silver,Semi Full,5.7,Gas,Automatic,500000,Dammam,58000,False
Ford,Victoria,2011,Other,Blue,Semi Full,4.6,Gas,Automatic,230,Al-Ahsa,28000,False
Toyota,Land Cruiser Pickup,2016,Other,Silver,Semi Full,5.0,Gas,Manual,184,Riyadh,0,True
Hyundai,Senta fe,2015,Other,White,Full,2.0,Diesel,Automatic,96000,Qassim,0,True
Isuzu,D-MAX,2019,Saudi,White,Full,7.5,Diesel,Manual,40000,Abha,125000,False
Chevrolet,Aveo,2014,Other,Silver,Standard,1.6,Gas,Automatic,88000,Dammam,13000,False
Ford,Marquis,2004,Other,Black,Semi Full,4.6,Gas,Automatic,200000,Al-Medina,0,True
Hyundai,Accent,2018,Saudi,Another Color,Semi Full,1.4,Gas,Automatic,114969,Al-Jouf,30000,False
Toyota,Avanza,2016,Saudi,White,Standard,1.6,Gas,Automatic,115,Hafar Al-Batin,30000,False
Toyota,Camry,2005,Saudi,Blue,Standard,3.1,Gas,Manual,500000,Riyadh,0,True
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Another Color,Full,4.0,Gas,Manual,182000,Dammam,0,True
Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,230000,Hail,0,True
Nissan,Patrol,1999,Saudi,Oily,Semi Full,4.0,Gas,Manual,40000,Taef,0,True
Ford,Marquis,2009,Other,White,Full,4.6,Gas,Automatic,338000,Jeddah,18000,False
Nissan,Sunny,2010,Saudi,Another Color,Standard,1.6,Gas,Manual,300008,Makkah,0,True
Toyota,Land Cruiser,2001,Saudi,White,Semi Full,4.6,Gas,Manual,300,Hail,0,True
Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,265,Riyadh,65000,False
Toyota,Avalon,2007,Gulf Arabic,Silver,Full,1.4,Gas,Automatic,2164,Jeddah,0,True
Nissan,X-Trail,2017,Saudi,Grey,Semi Full,2.5,Gas,Automatic,119000,Riyadh,51000,False
Ford,Expedition,2006,Saudi,Silver,Standard,5.4,Gas,Automatic,155000,Riyadh,20000,False
Kia,Cerato,2017,Saudi,Black,Standard,1.6,Gas,Automatic,132700,Dammam,29000,False
Nissan,Patrol,2015,Other,White,Standard,4.0,Gas,Manual,335000,Hail,0,True
Ford,Marquis,1999,Other,Blue,Standard,4.6,Gas,Automatic,300000,Al-Ahsa,0,True
Lexus,ES,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,200000,Riyadh,75000,False
Mercedes,E,1993,Gulf Arabic,White,Full,3.2,Gas,Automatic,217396,Jeddah,35000,False
GMC,Yukon,2007,Saudi,Grey,Semi Full,1.0,Gas,Automatic,350,Taef,0,True
Ford,Marquis,2009,Other,Another Color,Full,5.7,Gas,Automatic,244000,Yanbu,0,True
Geely,Emgrand,2019,Saudi,Red,Full,1.8,Gas,Automatic,43000,Riyadh,45000,False
Honda,Accord,1997,Other,Red,Full,4.0,Gas,Automatic,34600,Riyadh,0,True
Lincoln,Town Car,1999,Other,Bronze,Full,5.0,Gas,Automatic,343,Jeddah,0,True
Chrysler,C300,2013,Saudi,Brown,Full,5.7,Gas,Automatic,210,Riyadh,48000,False
Jeep,Grand Cherokee,2021,Saudi,White,Semi Full,5.7,Gas,Automatic,100,Jeddah,0,True
Nissan,Datsun,2012,Saudi,White,Semi Full,2.4,Gas,Manual,150,Riyadh,0,True
HAVAL,H9,2020,Saudi,Brown,Full,2.0,Gas,Automatic,18000,Dammam,100000,False
Lexus,LX,2020,Gulf Arabic,Black,Full,5.7,Gas,Automatic,37000,Riyadh,0,True
Chevrolet,Suburban,2009,Other,Black,Full,5.3,Gas,Automatic,190000,Riyadh,0,True
Nissan,Altima,2016,Saudi,White,Standard,2.5,Gas,Automatic,111000,Riyadh,48000,False
Toyota,Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,55000,Dammam,123000,False
Mercedes,S,2020,Saudi,Black,Full,1.1,Gas,Automatic,23000,Riyadh,0,True
Toyota,Camry,2017,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,120500,Dammam,50000,False
Chevrolet,Suburban,2007,Saudi,Golden,Full,5.3,Gas,Automatic,226853,Al-Ahsa,0,True
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,140000,Dammam,56000,False
Nissan,Sunny,2016,Saudi,Grey,Semi Full,1.5,Gas,Automatic,76000,Dammam,0,True
Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,112000,Arar,32000,False
Toyota,Camry,2009,Saudi,White,Standard,1.6,Gas,Automatic,300000,Abha,24000,False
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,55700,Riyadh,0,True
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,65000,Dammam,35000,False
Dodge,Nitro,2011,Saudi,White,Semi Full,3.7,Gas,Automatic,346410,Riyadh,15000,False
Toyota,Camry,2010,Saudi,Another Color,Semi Full,1.6,Gas,Manual,300,Aseer,0,True
Chrysler,C300,2019,Saudi,Black,Full,3.6,Gas,Automatic,80000,Jeddah,0,True
Chevrolet,Traverse,2012,Gulf Arabic,Golden,Full,3.6,Gas,Automatic,176000,Jubail,40000,False
Toyota,Prado,2009,Saudi,White,Semi Full,4.0,Gas,Automatic,194000,Jeddah,0,True
Land Rover,Range Rover,2014,Saudi,Black,Full,5.0,Gas,Automatic,125000,Riyadh,0,True
Toyota,Camry,2000,Saudi,Green,Standard,2.5,Gas,Manual,750000,Besha,0,True
Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,87300,Dammam,175000,False
Chevrolet,Optra,2006,Saudi,Red,Standard,1.6,Gas,Automatic,241000,Al-Medina,12000,False
Toyota,FJ,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,237000,Jubail,85000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,204000,Riyadh,23000,False
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,89000,Yanbu,0,True
Chrysler,C300,2016,Saudi,White,Full,3.6,Gas,Automatic,110000,Hafar Al-Batin,0,True
Chevrolet,Malibu,2014,Saudi,Black,Full,3.0,Gas,Automatic,145000,Riyadh,46000,False
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,106475,Riyadh,21500,False
Toyota,Innova,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,330,Hafar Al-Batin,46000,False
Chevrolet,Trailblazer,2013,Saudi,Red,Standard,3.6,Gas,Automatic,106000,Riyadh,38500,False
BMW,X,2011,Other,Brown,Full,3.0,Gas,Automatic,290,Riyadh,48000,False
Nissan,VTC,2016,Saudi,White,Semi Full,4.8,Gas,Manual,136000,Besha,0,True
Lexus,ES,2013,Saudi,White,Full,3.5,Gas,Automatic,326000,Jeddah,0,True
Dodge,Charger,2018,Saudi,Grey,Full,5.7,Gas,Automatic,160000,Aseer,2700,False
GMC,Sierra,2015,Saudi,Silver,Full,5.3,Gas,Automatic,222000,Riyadh,0,True
Ford,Taurus,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,116000,Qassim,75000,False
Kia,Cerato,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,31700,Makkah,1500,False
Toyota,Land Cruiser,2002,Other,White,Full,4.7,Gas,Manual,450000,Hail,0,True
Toyota,Yaris,2014,Saudi,Red,Full,1.5,Gas,Automatic,375000,Riyadh,24000,False
Hyundai,Elantra,2015,Saudi,White,Standard,2.0,Gas,Automatic,157000,Tabouk,0,True
Nissan,Datsun,2016,Gulf Arabic,White,Full,2.4,Gas,Manual,188,Hail,33000,False
Honda,Accord,2007,Saudi,White,Semi Full,2.4,Gas,Automatic,45000,Makkah,0,True
Cadillac,Escalade,2004,Saudi,White,Full,6.0,Gas,Automatic,300000,Riyadh,30000,False
Toyota,Hilux,2016,Saudi,White,Semi Full,1.0,Gas,Manual,121,Al-Medina,60500,False
Chevrolet,Suburban,1995,Other,Golden,Full,5.3,Gas,Automatic,200,Taef,0,True
Chevrolet,Suburban,2016,Saudi,Red,Semi Full,5.3,Gas,Automatic,171000,Makkah,0,True
Kia,Sedona,2016,Other,Grey,Semi Full,3.2,Gas,Automatic,118000,Jeddah,65000,False
Kia,Optima,2014,Gulf Arabic,White,Full,2.4,Gas,Automatic,215000,Jeddah,40000,False
Toyota,Camry,2005,Saudi,Another Color,Semi Full,2.5,Gas,Manual,570,Aseer,0,True
Toyota,Land Cruiser 70,2013,Gulf Arabic,Brown,Semi Full,1.0,Gas,Manual,150,Tabouk,0,True
GMC,Suburban,1999,Saudi,Green,Full,9.0,Gas,Automatic,220000,Taef,0,True
GMC,Yukon,2007,Saudi,Black,Standard,5.3,Gas,Automatic,262,Riyadh,30000,False
GMC,Acadia,2008,Saudi,Golden,Full,3.6,Gas,Automatic,220000,Riyadh,20000,False
Chevrolet,Camaro,2013,Gulf Arabic,White,Full,5.7,Gas,Automatic,243,Riyadh,55000,False
Toyota,FJ,2011,Other,White,Standard,4.0,Gas,Manual,287,Riyadh,0,True
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,116,Jeddah,0,True
Ford,Marquis,2010,Other,Another Color,Full,4.6,Gas,Automatic,360,Al-Medina,29000,False
Chevrolet,Tahoe,2015,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Yanbu,95000,False
